Lucas Digne	Everton	7/20/1993	Defender	30000000	30000000
Abdoulaye Doucoure	Watford	1/1/1993	Midfielder	25000000	25000000
Nordi Mukiele	RB Leipzig	11/1/1997	Defender	22000000	22000000
Dimitri Payet	Marseille	3/29/1987	Forward	12500000	30000000
Nampalys Mendy	Leicester	6/23/1992	Midfielder	8000000	12000000
Jonathan Schmid	SC Freiburg	6/22/1990	Defender	5000000	5000000
Benjamin Mendy	Man City	7/17/1994	Defender	35000000	45000000
Nicolas Gavory	Standard Liege	2/16/1995	Defender	3000000	3000000
Kevin N'Doram	FC Metz	1/22/1996	Midfielder	4000000	6000000
Stephane Ruffier	Saint-Etienne	9/27/1986	Goalkeeper	3500000	10000000
Damien Marcq	Zulte Waregem	12/8/1988	Midfielder	600000	2500000
Gregoire Amiot	Fortuna Sittard	5/10/1995	Defender	300000	600000
Ibrahima Konate	RB Leipzig	5/25/1999	Defender	45000000	45000000
Eliaquim Mangala	Valencia	2/13/1991	Defender	10000000	35000000
Romain Hamouma	Saint-Etienne	3/29/1987	Forward	2500000	7000000
Aymeric Laporte	Man City	5/27/1994	Defender	75000000	75000000
Kevin Yamga	Desportivo Aves	9/7/1996	Forward	400000	400000
Imad Faraj	Belenenses SAD	2/11/1999	Forward	300000	500000
Paul Pogba	Man Utd	3/15/1993	Midfielder	100000000	100000000
Dayot Upamecano	RB Leipzig	10/27/1998	Defender	40000000	40000000
Christopher Nkunku	RB Leipzig	11/14/1997	Midfielder	15000000	15000000
Paul Baysse	G. Bordeaux	5/18/1988	Defender	2000000	4000000
Steeven Willems	RSC Charleroi	8/31/1990	Defender	1000000	1200000
Youssouf Fofana	R. Strasbourg	1/10/1999	Midfielder	5000000	5000000
Josuha Guilavogui	VfL Wolfsburg	9/19/1990	Midfielder	12000000	12000000
Wesley Moustache	FC Nantes	2/26/1999	Defender	150000	null
Mohamed Simakan	R. Strasbourg	5/3/2000	Defender	2500000	null
Anthony Briancon	Nimes Olympique	11/28/1994	Defender	5000000	5000000
Marvin Gakpa	FC Metz	11/1/1993	Midfielder	1000000	1000000
Ludovic Ajorque	R. Strasbourg	2/25/1994	Forward	4000000	4000000
Louis Pelletier	R. Strasbourg	2/3/2000	Goalkeeper	150000	150000
Lionel Carole	R. Strasbourg	4/12/1991	Defender	3000000	3500000
Michael Cuisance	Bayern Munich	8/16/1999	Midfielder	12000000	12000000
Thomas Basila	FC Nantes	4/30/1999	Defender	500000	500000
Kenny Lala	R. Strasbourg	10/3/1991	Defender	14000000	14000000
Jeremy Grimm	R. Strasbourg	3/27/1987	Midfielder	500000	600000
